review_id,full_review,wish I read reviews ,wish I read reviews _ohe
R2XCKCMLX28T5B,"I was reading the review of other buyers and they have experienced of receiving broken boxes.  Many were due to the deliver person just throws the boxes.  I was thinking I might not be that lucky person.  I happen to receive the item right from the USPS guy and he hands the box to me the day of deliver.  The Amazon box was clean and neat no dent but when my wife open the box, she found cracked lids and boxes inside.  She tries to see if any were usable and almost got herself cut.  I have a feeling the product were broken before it was even ship.  I guess lesson learned!!",0,0
RPA0HA2Z41WWL,The reviews were all greatly so I decided to try it. I followed the information provided in the box to make sure that My HP printer didn’t reject the ink. Every time I printed something there were streaks on the paper. I had to print several copies before one could be used. Initially I thought it was the kids messing with the printer  because they are doing online learning. We used so much ink and paper so quickly. I mistakenly ordered another set of this ink. Well same thing happened. I didn’t even use it all. I replaced all my cartridges with HP and suddenly everything was printing fine again. I’m sadden to say this did not work for me. HP ink is SO EXPENSIVE. But it’s worth the time and hassle that I save from using smart ink.,0,0
RNWX9W3H83ACC,"Terrible quality and for the first time, I am writing a negative review. I would not purchase this item.",0,0
R3R5MDITF7M4DA,"I am 6'5"" and 190 lbs--so tall and lanky, tending on the lean muscular side.  I was really hoping that this chair would work for me based on other reviews.  In general, everything is good--it seems a solid chair, surface quality is good, lean is effective...but there is one infuriating quality that is causing me severe back problems:  they seem to have sewn in some added extra padding on the upper shoulder area as a design feature of this chair.  This extra padding juts out and really catches the edges of my shoulder blades, causing my upper back to lurch forward just a bit, while my head then rests backward again to meet the headrest.  It feels comfortable for about 30 minutes, but very quickly starts to reveal very unusual and uncomfortable strain on the muscles in the shoulders and upper back.It's reached the point where I'm really considering removing the stitching to pull out the extra upper back padding to see if everything is perfect without it.  I imagine it's the kind of thing that would be useful if I weighed 350 lbs, but is just really awkward and non-ergonomic when I just need some straight-backed support.  I hoped I would get used to it or break in the chair a bit more so that it wasn't so bothersome, but it has only gotten worse over time, so much so that I've just gone back to my old office chair that was not at all big & tall.Update 12/19/16:  After about six months of use, the headrest broke.  I'm not sure how.  But the metal pole on one of the sides disconnected from its internal support in the headrest and now leans awkwardly backwards on one side.  It isn't of much use now.  I'm seeing if the manufacturer will replace the headrest.",0,0
R1YQDPKBQ1TIHT,"3 words: it is dim. It works but it's probably 1/4 brightness of the original lamp.  1/2 brightness of another after-market replacement (from ebay) I used in my Viewsonic Pro8200 projector after the original blew.  I use it in a pitch-black basement room, and the projected movies still look dim.  Worst of all, when I try to adjust brightness, it changes how bright grays and blacks but only relatively -- it doesn't seem to increase absolute brightness of the projected image.  In short, I am disappointed with this replacement lamp.  I bought it from Exclusive Bulbs in Dec 2016.UPDATE: Turns out the first lamp I received may have been defective.  The replacement is plenty bright.  Exclusive Bulbs reached out to me after I posted my review and assured me that my satisfaction was their priority.  They sent me a shipping label to return the lamp to them, and the replacement they sent, a couple of days after I had sent mine back, is very bright.  I am still unable to adjust the brightness of this lamp to my satisfaction (brightness control just changes the relative grayness - almost like another contrast adjustment), but it is extremely bright, so it's OK.  In truth, it could be my projector at fault, not the lamp. I can't be sure. With my previous 2 lamps brightness could be easily adjusted, and hence I assumed it must be the lamp. In all, I am satisfied with the replacement lamp, and I am upgrading my review to 4 stars.UPDATE2: The replacement lamp didn't last very long.  A few months (probably a 1/3 of the time it was supposed to last).  The same was true for the other replacement lamp I received.  Maybe I just got 3 defective units (too dim x1, and lifetime too short x2).  Changing my review to 2 stars.",0,0
R3N9FPA2PVNT08,Current: I had to come back to revise my review. I realized later than there were only 6 weeks worth of weekly planning/agenda sheets. There is 12 monthly calendars and 6 months worth of week-long planning pages. Not practical for me.Previous: I liked the month calendars and the weekly sheets that you write in with month and year information. I also like the leather cover and strap and the little pouch in the back cover that allows you to carry come post-it notes or other notes. I do not like that the months are separated in one section away from the weekly sheets. I rather have each month separated followed by the weekly sheets.I also would like the planner to already have tabs separating the sections where you can write in the month you want.,0,0
R1IZ8D9F8UYXXL,"This printer has been an agrivating frusteration from opening the box. This printer makes ecsessive noise before and after printing. It sounds like the prinnter heads are going back and forth inside the machine for 2 minutes or more. In the last 45 min i have mamged to print 4 pages. The printer did not complet pages, it halted prining due to an empty paper try which was not empty. The ink runs out so often it owuld probly be cheaper to print at Kinkos. The printer I bought was no reading ink levels correctly and the excessive noise beofre and after rpinting got worse the more I used it. I went through the whole prossess of calling HP to get a repacement. The printer that replaced the first one has the SAME problems. I am going to have to repalce it with something else before my next semster starts beucase this printer makes my life so much more difficult. DO NOT BUT IT. I will never buy a printer becuase the sales person says it is good stuff. I will be sure to look at reviews becuase I can see that other peolple have had similar frustraions with this printer. I am working with a MAC so i do not know if that was the problem but there was nothing on in the literartue in the package that siad this printer does not work with MACs.",0,0
R2DHTNWOZK5O9P,"Discovered this last year. Bought the 2018 boxed calendar. Loved it. Humor can be a little twisted but nearly always brings a smile or chuckle out of me. Today is Jan 16. I would estimate at least 10 of these are duplicates from the 2018 set. The cartoons are memorable, it's easy to spot a dupe. If new content increases as weeks go on I will rate this higher.If you didn't buy the 2018 calendar and you like this kind of offbeat - sometimes risqué - humor I highly recommend it. The drawing style is memorably funny. My 87 year old Mother in Law sometimes howls with laughter.",0,0
R39B861WAOINIA,"The first time I purchased Kingway Ink Cartridges, they worked fine. Second time around - they didn't work. I have thrown away two so far. The enclosed information said to contact them direct. I did. I wanted to wait to see if they would work with me before posting a bad review. They never returned my query about the first cartridge being bad and now there are two that are defective. I will not purchase them again. I purchased Starink with the ""Newest Chip"" instead and they worked. I have an HP 8710 printer.",0,0
R2732UC78IT4D4,"Ordered a set of these for my Canon MFC726-CDW. I've only had to replace the Cyan toner but it's leaving streaks and dots on all my printouts. I thought it might go away with some time but even after a few dozen printouts the streaks are still there. Is this just a QC issue for the Cyan cartridge?5/1/2018 Update: Contacted V4INK support about this issue, who promptly sent out a replacement Cyan cartridge at no cost. New cartridge seems to be doing well. Changing to 3 stars from 2, as even though they sent out a replacement, this issue seems to have been an ongoing problem since at least 2015. 3 years is way too long to have an issue like this continue on without some resolution.",0,0
RQ77X163IKD0S,"One of the worst setup experiences of all the printers I've owned.  First of all, the ""quick setup"" sheet gives you inaccurate and criminally vague information.  The setup failed no less than two dozen times (I was getting close to 30 times--I kept count) using various methods - with USB, without USB, restarted wireless router multiple times (mind you, all other devices I disconnected from wifi before setup in case it would make a difference.  it did not).  The documentation is horrible.  See my photos--the problem was that the setup couldn't find the wireless printer.  Troubleshooting went only so far as anyone with common sense would guess--Check that the wireless setting is active on the printer.  Try restarting your wireless network.  Check to make sure the USB is connected if you're configuring wireless using the usb cable.  If all 3 of these fail--which they did, over two dozen times.  You're outta luck.  This is literally a piece of garbage  and I should not have ignored the poor recent reviews.Do yourself a favor and take a HARD PASS on this one.  I have no idea how long this will actually function and when it will mysteriously disconnect from the wifi again.  It gets 2 starts because the printing is actually quite fast even for a laser printer.This is going right back into the box for a return.  Not worth the trouble, or the time it took to get this to work.  Utter garbage.  These should be pulled from inventory and destroyed.",1,1
R3O8DQYH4VHKHU,"I hate to leave bad reviews, but as soon as I opened this, I knew I would be returning it. It says that it is adjustable with scored places. While there were marks, there were no scores. The instructions in the box, state that you will need pliers and some other tools to complete this. I didn't even attempt that, because I knew once I broke it, it would leave a rough edge. I was going to use these in our home classroom, but for sure couldn't do that with rough edges. In the drawer or not, I didn't want to risk rough metal edges. Also, I am not sure how sturdy the plastic pieces would be that were holding it together. They seemed rather flimsy when I took them out of the box. Also, as others have posted, I am not sure that these would work with legal size folders, they middle support piece didn't seem long enough. I didn't take the time to measure but it sure didn't see that way. I am returning these first thing tomorrow.",0,0
R3QOVIXDMU2GZ,"I have owned my Sport brass pencil for about a year. Wonderfully balanced and fits my hand perfectly, but it now fails to work. I have attempted to fix it but the mechanism will not advance the lead. Prior to this failure I would give the pencil 10 stars. Now it is worthless so my assessment of the device has dropped considerably.",0,0
RBNYAX8XZR3N6,I've had this chair less than 8 months and the pneumatic cylinder is failing. Working at my desk and I'll suddenly start sinking lower and lower. I can't get the pneumatic cylinder out to replace it. Shouldn't need to replace it at all - especially owning it for less than a year. AND I've noticed that the platic casing on the wheels is broken on three of the wheels.I ignored some bad reviews when I bought this chair. Learn from me. I lost money on this - you don't have to. Buy a different chair. From a different company.,1,1
R2F26874Y9Y3LS,"Didnt read the reviews on how people were getting 1 individual ink cartridge and my mom bought it, but just make sure to check the contents of orders. This company false advertises and plays off a spoof of words",1,1
R2VP6KE3UUGPW4,"Started out pretty well. Packaged well, all the components seemed heavy duty and the cushions seemed well ""cushy"".  Putting it together wasn't difficult, but some of the screws didn't align with the holes.  It took some tweaks and ultimately it worked out.First thing, I liked the look of it.  It is heavy and again seemed heavy duty.  Now I bought this to replace my Staples econo-chair and researched looking for a chair for my size.  I am 6'4"" and dangerously close to 300 lbs.  When I first sat down, it was really stiff.  The back hit me in a very weird angle and it wasn't comfortable.  I figured I would let it break in.  That said; the bottom of the chair didn't come out any further than my econo Staples chair.  So what happens is that the cushion ends in a way that is uncomfortable for my legs after long periods.I still would have gave it 4 stars up to this point.  But now, not having it even 3 months and the thing squeaks everytime I move in it.  Loudly!  In addition to that, it has broke in and the results are worse not better.  The bottom cushion feels like a board after about an hour of sitting.  My back hurts more with this than any other chair I have used.So if you are a larger human being and want a comfortable chair to sit in for significant periods of time, I cannot recommend this chair for you.  If you are smaller than me and only use it for an hour at a time, then this should work fine, but there are cheaper alternatives that can do that.",0,0
R1WJV87IWEJO61,"After unpacking, I quickly discovered that the plastic frame -- which is also a hanger bracket -- arrived cracked and broken in the top left corner, which is also the mounting point. It is truly absurd that a mail-order company (the item was shipped in a factory original packaging) is unable to design a box that would adequately protect this fragile item in harsh shipping environment. Here's the problem: there is absolutely no cushioning material (other than the thin cardboard of the box) to protect the board from sliding along the longer edge. Once the item is placed on a hard surface (e.g. my brick porch), even with some moderate impact, it will crack like an egg shell. I do not blame Fedex. They cannot baby every single package they handle. These guys move fast. It is naive of this manufacturer to hope that placing stickers or tape with a label ""fragile"", will do the trick for any delivery guy/gal.Universal(R), fix the packaging!It would cost you say 50 cent to add some cushioning material around all 4 edges to properly immobilize and cushion the board inside the box to protect it from moving around and impacting hard surface. And then you wouldn't have to deal with cost of restocking, returns, fixing and waste! Not to mention bad feedback, disappointed customers, and Amazon having second thoughts if they should deal with the company. It just makes no business sense whatsoever.I'm giving the product 2 stars and not 1, because the board itself is quite nice -- for the price. The surface (in my case) was smooth with no dents. The mounting instructions seemed clear and simple. So, I think (but couldn't say for sure...) that I probably would have been quite happy with the board... if only I had a chance to mount it and use it.And kudos to Amazon for making returns painless. Print out the authorization barcode. Put it into the box. Seal the box and wait for the UPS driver to pick it up tomorrow. No cost on my part. No hassle. Thank you Amazon -- that is exactly why I remain a loyal Prime member.Would I recommend this board? I've seen other reviews of customers complaining along the same lines as I just did... And based on the box I have just witnessed and evaluated myself (I'm an engineer), I estimate your chances at around 50/50: You might get a board which is intact. Or you might get a board which is damaged in shipping... It's a lottery.Shame on the manufacturer for not designing properly protective box. What a waste and inefficiency.",0,0
R29D6LWAPENTA2,"I bought these as a backup, and now that I actually need the ink for a project that I'm working on I can't use my printer because these do not work correctly. I have the same error that says to insert the cartridge till it clicks in place and it does nothing. I've had this printer for about 5 years and never had any issues with OEM cartridges this had good reviews and I didn't see any issues. Wrong dead wrong piece of crap doesn't work. Do not buy these ink cartridge replacements. What a huge headache and huge waste of time.You can tell these are Epson refills someone's put a little sticker on the back to cover up where it said Epson. Then where it's manufactured it's been smeared and melted off. Cheap refilled junk 👎",0,0
RPPOUC1IHWSH6,"Typical fluff reviews here.  :(  These cartridges worked but colors for photo are HORRIBLE!  Waste of time and photo paper to even try these.  I regret my purchase.  I anticipated them to be iffy, and bought them for non-photo use.  My originals died in the middle of a photo print, and I popped these in.  They worked, but photo colors are horrid.  I bought these mainly for large graphic technical drawing prints on my fairly big WF-7720, where I don't mind colors being slightly off or weak.  I was right.  I had hoped it would work for photos for a small photo job.  No!  Ugly prints.  I found a complete OEM set at a club store, and same photos printed perfectly.  These cartridges also report back from printer as non-genuine.  If that matters to you.  I recommend only for craft or general printing.  Don't waste photo paper on this ink.",0,0
RHPKZ0M0AJ5HU,I purchased several of these packets of stamps from USPS back in 2013 when they cost $9.20.The stamps themselves rate at least 4 stars but this deal is completely bogus. Don't people realize that stamps are legal tender. This is equivalent to me selling you 10 dollar bills for $15 + s/h.,0,0
R2A6IH2VXV8KCL,"Nice looking magnets that didn’t make it from home to office once. I am an RCA for the post office and needed magnets for my 2002 Dodge Caravan. I purchased the 3 pack of magnets. They arrived rolled up in the box so they needed to be flattened before using. I flattened them and stuck them on the fridge overnight to make sure they were ready to use. I washed the van and had it ready for my new magnets. 6:00 this morning I set them all up and made sure they were flat to the van. Arrived to the office at 7:00 and only had two magnets left. Didn’t even get one days use... what else can I do so that the others don’t fall off? Maybe that one was defective and the rest are fine. Would like to give five stars but can’t, do to this.",0,0
R33F9ISZHTLFVW,I am amazed how this piece of junk could get any positive reviews... In addition it is only printed on one side and the other side is an advertisement for the company.  STAY AWAY,0,0
R1RQ7T2QG4M89F,The cards are nice but I’m giving it 2 stars due to the envelopes. They are flimsy and plain white. Photos online show flaps with images coordinated to the cards. This combination is what drew me to the cards.,0,0
R2X3ZYM5K1NVVH,"Wish I could give no stars!!! We are using for legos, and it can’t even handle these light weight items.  Draws fall off track.  Don’t waste your money!!!!  So frustrating and seller won’t return my email.",0,0
RF8L84HQWPRG1,I tried to erase a number on a regular piece of copy paper and it did nothing bit smudge it worse than my regular eraser does.  i tried several times.  i should not have to give it 1 star to be able to answer a question.,0,0
R3L8VXO6EM7CZ3,"Immediately told by printer it was counterfeit.  Printed one page then stopped working.  Complete garbage,  I will listen to the reviews next time.",1,1
R1WT79I3HXAWK3,Read all of the 1 star reviews. There's no way this thing legitimately got more than 3 stars. I will do a video review to prove just how poor the quality of this thing is.,1,1
RPDEAFR4W0S3S,"I bought this for my Canon MF8580CDW. The OEM is 118$ per toner, so when I saw this, it was like great value for money. So I went for it and now I regret it big time. The initial few days were great. But then you start seeing streaks and pages look as if they are sprayed with different colors. I have read from other reviews that this would happen if you use non OEM toners in Canon printers. So I am not sure if its the toner thats bad or if Canon purposefully messes up non-OEM toners. Eitherway, the outcome was really poor and I would caution anyone looking to buy non-OEM toners for their Canon printers.",0,0
R3GOAJI25DYWPS,I would have left negative 5 stars if I could.  very very angry this is not authrethic Jherbin.  Little shimmer but no magenta hint at all.  Way different from the sample I got from my friend.  Will never purchase from this supplier again.,0,0
R3G6MLUV4U4C57,"This machine is headed to scrap at less than three years service life. It turns out key parts have a 20,000 page rated life and it prints before 17,000 pages. The fuser needs to be replaced because one roller is wrinkly, I've not seen that happen to any machine before. The laser is at 90% life. Certain paper feed parts have been jamming on us. Replacement parts for all these exist but everything failing so close to each other it's clearly not worth the money or effort to replace them. The parts cost more than we paid for the whole unit.The built-in user interface is clumsy, the included printer management software looks pretty but the looks hide a convoluted logic and makes information hard to find. I can't say I've ever really been terribly happy with this machine.",0,0
R2CF9YYMGFYZTP,"The lid fits over the box and is therefore significantly bigger. The BOX measures 11.5"" x 6"" x 9"". So my Santa tree topper is pretty mushed and I'm shopping for a new box. And I totally agree with the review about crazy shipping -- the boxes were not nested, and three boxes were shipped in a cardboard box as tall as I am. Doh!",0,0
R3KI9L0SZ8KXQ4,"Ordered on line from Palm. Received 3 days later. Unit was charged per instructions...does not work AT ALL. The power and synch cord are a joke..you feel like Mr. Big trying to put threads in a needle. The Palm folks cheaped out and did not include the cradle that SHOULD come with it (like my last Dell Axim). Now the fun part..try getting tech support and returns..ok a wasted 2 hours this Saturday AM. Then they tell that I have to ship it back, wait several weeks for a credit on my card...oh and if I want another one I have to order it all over again.  Read all the reviews carefully...looks like a nice unit, but way too many synch,power, on off, reset issues. If you are a tech nerd that loves to screw with this stuff go a ahead. If you a bit type A and just want something that works with low hassle, Palm and Palm TX are NOT the way to go. Spend your money somewhere else",0,0
R2R3V26ZAD3DJE,"BE AWARE - SAMSUNG NO LONGER GIVES TECH SUPPORT FOR THIS PRINTER.!!! IF YOU NEED HELP THEY REFER YOU TO HP SUPPORT. BUT ONCE HP HEARS THAT YOU ARE CALLING FOR SAMSUNG SUPPORT, THEY SIMPLY PUT YOU ON ENDLESS HOLD.I love the small size of this printer - fit's nicely on my desk and I don't do much printing so it was perfect.Unfortunately I ignored all the negative reviews and purchased it in March, 2018. I use a direct USB cable from computer to printer.The problem is, the negative reviews are correct. This printer is a piece of junk. My only regret and pain is that it will add to the landfill.The printer worked great for a few weeks. Then, suddenly, it started printing a very faint image of what it's supposed to print. I installed a new toner cartridge and it does the same thing. I shook the cartridge, made sure there is no obstruction, nothing worked. I deleted the printer and driver and then re-installed them. No luck. I spent hours searching all over the internet for suggestions, none worked.Just in case SAMSUNG has farmed all it's tech support out to HP, I will never again by a Samsung printer.",1,1
R1R1CXXBQZ3CKZ,"Would give zero stars if I could. I bought this scale back in 2015. At first it worked without problems but this only lasted for 2 years. In 2017 I started having problems with it. When you power on the scale, the digits does not stop on zero, but goes backward in negative digits. Even if you put a weighting cup on it than use the ""tare"" function, the digits starts falling down again. I endured the buggy scale for a few months than contacted Crestview for a fix or a replacement. The company did not try to solve the problem, but instead answered me with a dismissive e-mail explaining me how to ""use"" the tare function.Now maybe I had a defective unit and I can understand that, but I cannot understand a company that does not give a crap about customer service and their responsibility towards their product. Would not recommend this scale nor this company!",0,0
R73F6EW5EZF3J,"Meh - I bought the extension so I could use a mouse with my computer while riding. I'm not impressed at all and am thinking of returning it. First off, the extension is not flush with the fit desk. It just doesn't snap on properly. The screws it came with seem useless. Maybe I'm doing it wrong but there is no obvious place to use the screws to secure the extension pieces under the desk. Next, the extension doesn't actually provide the space I need to use my mouse. I should have paid more attention to the other product reviews that said the cup holder is in the way - that's true! I only bought the extension to use the mouse so I feel stupid.",1,1
R1IXQGSLSYCM41,"Do NOT buy this! Apparently they have trouble fulfilling these orders properly. I got WIDE RULED instead of college ruled. I saw another review claiming the same, but I ignored it. Don't make the same mistake I did.",1,1
R20ET73YI37VVB,Can’t provide a review on the quality of any of the features because the starter cartridge did not come in my box.,0,0
R3I3MHOYEAGOLA,"I should have done this review a long time ago, but absolutely I'm adding another 1 star to the mix.  This printer might be ok mechanically, but it's been hard to assess because it never prints - the software is pure garbage.  As so many others said, the wireless never works - now at this moment when I figured I would use USB and even had the patience to reinstall with the setup and that just locked-up.  It's been just so disappointing that this HP brand product could be so horrible, and I'm really baffled by those with higher level ratings who said that it worked well.",0,0
R2EGXIRJSXL8B9,Works just as expected and my kids can use it easily enough.  Would buy another one if I needed it.  The first part of my review is what I first thought of the product.  I should have waited to review it.  It quit working with no reason what so ever.  Yeah my kids used it but I was always supervising and they never misused it.  This product SUCKS!  Plus you only have a month to return it and it quits at about 3 months so then you are SOL!,0,0
R2ZZ5XI5VTMRBB,"Took a chance buying these as spares because of the good reviews, but it turns out they don't work and by the time my old cartridges ran out it was too late to return these. Should have known better then to buy 3rd party ink. My computer and printer (psc 1315v) consistently tell me that there's a ""cartridge error."" If I turn things on and off, open the printer door, unplug the printer and plug it back in, etc. for like 30 minutes, then eventually I can get lucky and get it to print one document, so the ink itself is fine, but obviously that's useless if the printer refuses to use it. Maybe they'll work well in other printers, but they don't in mine.",0,0
R1A8TKYDESISOC,This cartridge packet Sucks do not buy.  Says it fits the printer I own and in fact it does not. I only gave it one star because I had there is no lower rating scale,0,0
RBFT4HDEQQPEB,"The Distributor shipped me the incorrect staples.  I gave them a poor review.  They sent me numerous emails conplaining that I gave thema a poor review.  I thought I would be nice and remove the poor review before I recieved the correct staples, but the correct staples have still have not arrived.  It's been almost three weeks.",0,0
R1VI4N3EFOPSAQ,These are good quality protectors but they are NOT top-loaders. I should have read the other recent review that says this. The protectors I was sent have openings on the long end of the side and NOT the top as described. Buyer beware.,1,1
R2FPY2L1S2XDO2,"MY POOR RATING HERE IS NOT FOR HP INK CARTRIDGES, BUT RATHER FOR MY PURCHASE OF THE HP78XL CARTRIDGE THROUGH ASHBY STORE AND FULFILLED BY AMAZON.I am one of Amazon's biggest fans... I believe they generally have the best prices and service around.  As a result, I buy just about everything I possibly can through Amazon.com.  However, this was definitely the WORST purchase I have ever had through Amazon!This seller, Ashby Store, is quite clearly one of the very worst.  The Hewlett Packard HP78XL tri-color ink cartridge I bought from them, fulfilled by Amazon, was absolute JUNK!  To begin with, the Amazon packaging box was in perfect condition, but the HP box was very beat up and looked old.  On top of that, the HP box was clearly intended to be sold only in a Spanish-speaking country, as it was primarily in Spanish, listed HP as the ""Exportador"" and listed three different Argentinian, Brazilian, and Mexican companies for which it was ""Importado"".The area of the HP box that states the Warranty End Date had that end date carefully and suspiciously covered by a professional-looking sticker identifying the cartridge and stating it was new.  The HP box, which looked as though it might have been previously opened and then resealed, contained the usual inner white thin cardboard enclosure that holds the cartridge, and that white enclosure also looked as though it might have been previously opened. Once I took the cartridge completely out of all packaging, the sticker that usually covers the inkjet outlets had ink that had leaked onto it.  Further, the warranty end date printed on the cartridge itself was ""20130311"", which translates to March 11, 2013 and means the cartridge I received on 01/29/2014 was more than ten months beyond its warranty expiration date while still being sold at a $60 retail price.Just to be sure of my suspicions, I went ahead and installed the cartridge in my printer and then attempted to do the usual printer alignment.  The page that was ""printed"" barely had a mark on it, and the printer was telling me to try to do another alignment page.  Instead I tried the printer's ""clean cartridge"" maintenance function, but again got very poor results with only about 5-10% of the usual coverage.  That was enough for me.I was desperate to replace the old, empty HP78XL cartridge that was in my printer, so I got a Staples coupon for 15% off and paid $56.94 for it, even less than what I paid through Amazon.  After installing that new HP78XL cartridge from Staples, my printer worked perfectly.The only positive THING I can relate about this experience was Amazon's excellent customer service.  I called them and was immediately issued a refund along with having them set up a free pickup of the WORTHLESS junk cartridge by UPS.IF I COULD RATE ""ASHBY STORE"" AND THIS PURCHASE WITH FIVE NEGATIVE STARS, I WOULD DO SO, BUT THAT'S NOT POSSIBLE.  THE WORST THEY CAN RECEIVE IT ONE STAR, SO THAT'S WHAT THEY GOT!",0,0
R1GKM8UTERO78Z,"I really wish that I had remembered to ship this back when I filed a claim to return it. I found it in my office, and tried using it again today. For a kid it might be ok, but I can't trust leaving my laptop on it and it doesn't fit over my legs unless I sit perfectly straight. Inconvenience to set up, annoying to use, slippery surface. One star is too many.",0,0
R3CI9JZFUCBL10,The media could not be loaded.                      So surprised and disappointed that this doesn’t fully erase anything regardless of pencil type/hardness. Used on Arches cold press and it never fully erases anything. It used a lot of the eraser to do a halfway decent job. Not an expensive product at all but it certainly is not performing anything as it promises. The two stars are for the pen style and ease of clicking the eraser down. I’m guessing it will eat away at thinner paper when using it to erase. Can’t fathom it would be good for any art use or otherwise.,0,0
R1PVZ6R9QP4XX2,"I would rate this a ZERO if i could.How dare you do this? This is very inhumaine AND very cruel. What other animals do you do this too? Would you do this to your dog or cat? How about your kid, or your wife/husband? I will never get one and i will encourage other people not to also.  I cant belive you would do this to a helpless fish. I dont care what type of animal you do this to, its still cruel. Besides live bettas are so much more fun to look at than that dead fish consealed in acrylic. I dont even want to start thinking of how you kill them. I would  care less they died on their own but im sure they didnt.  How many people agree with me that doing this to any animal is bad?",0,0
R39L73PUC2R6DN,"These are super cute over the chair storage pockets! I purchased 30 of these from the dollar store and they started falling apart as soon as we put things in them! The material is thin and the seams are too close to the edges. I only had my students put in their headphones and a whiteboard for easy access. Some of the pockets ripped within the first hour on the first day of use. If I could give this product 0 stars, I would have.Save your money.",0,0
R14Y40D4P71R40,"I love everything about this pen. It will change your lefty life! Seriously!But, the cap on the end falls off so very easily. It really makes the pen unusable.If they fixed this one issue, it would be a five-star rating, for sure!",0,0
R3H73AG2WYN0Z9,I purchase a box of six and gave them out to others that work in my office. What a disappointment! Correction fluid is very watery & does not cover ink even after several applications. I wish I had returned them to Amazon. The only reason I even gave 1 star is because I wasn't aloud to submit without rsting!,0,0
R33TETWQWK8KNC,"If I could give this a zero for a star rating, I would.  9/10 times when I go to print, it says it isn't set up, or can't communicate with my Wifi, even though the blue light says it is, and is clearly connected.  I have to simply take the time to deal with some sort of permutation of restarting the Wifi, computer, program, or turning off and turning back on the printer in order for this to work.  No rhyme or reason.  Always tells me I'm out of ink, despite it working perfectly fine with the ink that is inside of it, and simply chooses when it wants to, and doesn't want to scan.  Again, no rhyme or reason.  Then when it actually scans, it takes 10+ minutes.  How can a company come out with such an awful product?  It's almost a modern marvel to make such a bad piece of equipment.  I have probably written less reviews than I can count on one hand, and I actually went through the effort of writing all of this out when I should have been working on homework, while this thing is fiddling around trying to complete a scan or a print.  Simply incredible how bad this printer is.  It would probably be faster and easier for me to trace what is on the screen onto a sheet of paper than than to use this.When I can afford to buy a new printer, I am going to go ""Office Space"" on this absolutely awful piece of detritus.",0,0
R3NWILZJNBQN2L,I read the reviews and wish that I could enjoy the many 4 and 5 stars this printer receives.  Out of the box it has not worked properly.  Try to align the print cartridges and it fails each time.  Customer service is no help - probably needs a new printer head.  Out of the box a lemon and my mistake... didn't buy from Amazon.  I buy 99% of my stuff from Amazon and this is why.  Products are easy to return. I bought this printer on a whim from Staples.  They get a 1/2 star.  Bad service and because I didn't have all items with the box packaging they would not me return until I spent time with the manager.  What a hassle.I recommend to buy a different printer and buy it from Amazon.,0,0
R13GDWWHE5YBKG,"Flimsy and tiny, I know these are bargain goody bag stuffers but of really poor quality these are thinner than paper and very small. One star for cute.",0,0
R2UYL9QPLV6MUZ,"I've never posted a review before but this printer is so bad that I have to alert other buyers. I had to frequently do a reset because the pinter would ignore the wireless printing command. Because it worked for a couple of print jobs at my last re-do, I let the return window slide by before, alas, before the same problem returned. My computer keeps telling me that my printer is offline when it is not, no matter what I do. If I want to print I have to physically connect the units. Look, I graduated from physical connections and multi-wirings years ago, and I do not want to return to having to have the physical obstruction of this machine in my immediate workplace. I am going to leave it in the lobby for someone who does not consider this a hindrance. I'm sure that if they print once every couple of months that this will be a lovely printer for them. (In fact, I will pin a note describing this situation.) Oh, and is says it does two-sided printing. Yes, it does---- by hand in a time consuming and complicated manner, defeating the purpose of efficiency. I would not recommend this to anyone, and I extend my sympathies and apologies to the person who grabs this in the lobby",0,0
R3E7XXUVW81W3Y,"I like to have supplies on hand long before they are needed and in this case purhased these 6 months ago and thoroughly read the reviews, the product use and description. After unpacking and reading the notes they had on the cartridge I loaded into the HP 5200 and when installed and the lid closed an error message came up and said older cartridge and was not compatible. I removed made certain that all packing was removed and re inserted no printing. Went to Wally World an purchased an HP 63XL loaded it and performed beautifully. Hope the distributer reads this and will make an exception to refund my money.",0,0
RW87OT130HDC0,What the hell why did I get a freaking female razor. Very disappointed...put 1 star cause I couldn’t leave it empty,0,0
R1M2BP0G3Q2XNC,"I loved the idea of a telescoping document tube, but I wasn't impressed with the quality of this one. Part of it has already broken and another portion is warping.The telescoping feature is nice and it is fairly easy to figure out how to adjust the tube to different lengths. The lid twists off, so it won't accidentally open or let any water in through there.The tube has a strap that is connected at two spots on the tube, making it easy to carry. Unfortunately, one of the connecters on mine broke within a few uses. The tube is also starting to warp and become more oval shaped along where the two pieces meet. The material just seems low quality. I'm also not entirely convinced it is water resistant enough to be able to withstand talking in a decent rainstorm, but I haven't had a chance to test that.A great idea, but needs to be made with better material.I received this item at a discount in exchange for my honest review.",0,0
R7073503IVXNB,"I seldom dislike anything I buy from Amazon that has a great rating.  This is an exception.  It simply does not block out the print one wants to obscure.  It may look like it at first glance because it does put on nice black coating over the print, but if you look closely you can still make out what it says underneath the black ""coating"".  I give it a ""do not buy"", I'm sorry to say.",0,0
R10HUT8H2RKPF8,"After trying this marker on multiple types of plain paper, I gave up.  It did not obscure text as well as a standard Sharpie.  Whether it was my particular marker I do not know; but it was completely ineffective for it's stated purpose.  I am at a total loss as to how other reviewers thought that it worked.  Maybe mine was just defective.",0,0
