review_id,full_review,zero_star,zero_star_ohe
RW0PRXCUI4N9A,"Opened the black and got ink all over my fingers, so be careful. My HP printer keeps telling me that it is not an approved cartilage and cant guarantee product and so on. It also shows a yellow warning basically not saying I have an ink cartilage in there.  I printed a page and it was okay. It had a smear on the page and a few letters are do dark you can see them clearly on the other side. I can only speculate what it will be like the more I print things and when I go to remove it. I have not added any of the others so I don't know what will happen than. So I may be back to re-evaluate this product. I changed my review to even lower because the first black ink was out after only a few days and I only printed two or three things with it.",0,0
RQ20GXYHLF5P3,Could I rate it no stars because this printer was the second printer I've owned and it barely lasted through 1 pack of ink before the printer heads clogged.,1,1
R3T0K8ODOH52FX,"Decided to take a chance because of the mostly favorable reviews. The first cartridge made a clicking noise and left small gray dots along the left edge of the paper. Tried the 2nd cartridge, no clicking but still receive the gray dots and now a fine coating of toner across the page and along the edge. Put the original Canon cartridge back it and everything was back to normal. Like others, I bought this to have on hand when the original ran out. Now I am past the 30 day return window.",0,0
R1FLZWCW7EF5FG,"This DOSEN'T sharpen but one size. The feed doesn't work consistently. And the part that holds to the desk is completely useless. Have to hold it down with one hand and turn the crank with the other and hope the feeding mechanism works, which it doesnt very often. Get the X-ACTO KS Manual Vacuum Mount Pencil Sharpener, as it is perfect at a super price. Sharpens 8 sizes, vacuum mounts,  has very sharp cutters. Highly recommended! Btw, never had one star review before, so take to heart what I'm saying.",0,0
R6DMQ6X5WJZGK,"Wish I could give it 0 stars. So like all other reviews they just fell apart, more like blew apart. Pure junk. Wish I could get a refund but it's been too long.",1,1
RIHFOPV3XRC5K,"I bought these pens to use at work. I work outdoors a lot do A LOT of paperwork. I love these pens!!!! They work fantastic and tend to not smear like others of you wipe your hand over what you've just written. Definitely recommend these to anyone who has a lot of writing to do!UPDATE!!!!!!: I love these pens and want to be able to use them but I'm dropping my review to 1 STAR!!!! I bought these the end of January and I've went through all but three of them so far because I never get to use one for more than a couple days and the little wire thing in the tip of the pen pops out and they are no longer usable.VERY VERY VERY DISSATISFIED!!!! If this was just a bad batch, then that's one thing. But i'm scared to buy any more of them now. Very bad :'(",0,0
R18BFS2P0RW0VQ,Great price but ink does not work. I have sent this review once before.,0,0
R1PH4YP5OJHQ40,DO NOT BUY THIS INK! I wish that I had read all the reviews before purchasing. The cartridge leaked when I first opened the package and then it clogged my printerhead beyond repair so I am out $250.,0,0
R3LYM4544902TT,"Like a couple of other people have mentioned, these are too small to be called #0. We sell DVDs and have purchased tens of thousands of bubble mailers from various manufacturers. A DVD will barely fit in these. When we ship a DVD, we include literature with a rubber band around it. It's like torture getting these in there.And again like another reviewer said, the bubbles are very flat and there just isn't that much protection.The adhesive is another problem. It is not evenly distributed and there are often streaks or even blank areas which has required us to use tape to make sure they stay shut.To sum it up, they're pretty much useless. Better to spend a little more and get a quality mailer that is the correct size, cushioning and adhesive quality.",0,0
RDTBCGZSZMEAZ,"Since I'm not able to reply or comment on other people's negative reviews.  I've been in the digital printing business (copiers) for over 30 years so this is in response to those people a d to everyone else.  If the toner smears after you run labels or any other thicker stock through your home laser printer or a walkup type copier.... it's not the fault of the label material.  It's your printer or copier.The toner (ink) isn't ""fusing"" to the material.. meaning your laser printer or copper's ""fuser"" system (the hot part that melts the toner to the material) doesn't get hot enough to properly adhere the toner to the label stock.  Again.... it's not the label material causing this.I've personally ran over 100 million copies.  If the toner is smearing you need to print the labels on a larger copier that has the ability to select ""heavy weight"" stock.  By doing this.... it heats up the fuse to a hotter temp (600 degrees or more) a d make the material run slower through the fuse unit.  Then the toner won't smear on these labels.  Hope this helps everyone.",0,0
R2JGVHXTSV7WVB,These are NOT my first ticonderoga as a previous review stated.,0,0
R2E1ZH717A7LZ,"The first cartridge in the two-pack had black smudges on the whole right side. I ran the printer's cleaning function that made it a little better but it did not go away. The second cartridge worked just fine. Good fit and no noticeable difference in print quality from the OEM cartridge it replaced. Unfortunately, I'll need to send both back as part of the return but I will still order this again and see if the next 2-pack I get has two good cartridges.EDIT 9 Jan 2016 (changed from 3 stars to 1 star): My replacement order arrived and guess what...the SAME EXACT THING HAPPENED! First cartridge had black smudges, second one was completely fine. They clearly have some quality control issues. Out of the 4 total cartridges, I received, 50% are bad! I'm returning this again and definitely NOT reordering. I'll try a different brand instead.",0,0
R1K6WKG6TXPDUR,"As stated by other reviews, these are counterfeit (third party sold as Epson brand). My printer failed to recognize the cartridges and would not work with them. Not such a great deal when they do not work at all.",0,0
RCH2DIMP22WEU,"Why would anyone sell pictures of postcards from around the world, and then give no indication of where the picture was taken??  I bought these to send to my grandchildren for fun so they could learn about places around the world.  How disappointing to have no knowledge whatsoever about the picture.  I wish I had read the reviews before purchasing because I would have never ordered them.  So now I have 100 postcards with lovely pictures from who knows where?",0,0
RIG1VDT961QSP,"I purchased 2 sets of these staplers for use in our day care. Every stapler jammed, the spring came out of 4 of them and the other 2 broke. We only had them a couple of months and used them in a normal manner; nothing strenuous or out of the ordinary. PLEASE LEARN FROM OUR MISTAKE AND DO NOT PURCHASE THESE. I should have read the reviews before I purchased. Cannot find a number to call or a contact to see if I have any recourse. KEEP SHOPPING AND PASS THIS MERCHANDISE BY!! I wanted to give the product ZERO STARS, but it would not let me. ONE STAR is too high.",2,1
R2BSIVTURKGIP,"It's a sad comment on our collective standards that this printer is rated 4 stars and a top pick at my favorite gadget review site. I bought it to replace my 6-year-old Canon all-in-one expecting the technology to have jumped ahead by leaps and bounds and was shocked that the Epson was worse in almost every way.Photo printing - Washed out and extremely slow to print.Loading trays - There are two, but the rear one is only for envelopes and labels. If you want to print photos, you have to remove all of the letter-sized paper and replace it with photo paper, then swap them back when you're done. IMO this defeats the purpose of having to loading trays.Touch screen - It's the mushy type that you have to press really hard against.Interface - The setup menus are many and difficult to use.Build quality - Made of cheap plastic and feels flimsy.Document printing - The only aspect I was satisfied with. Fast and crisp.I ended up returning the Epson and instead got a Canon MG7520. The difference is like night & day.",0,0
RA5VUG9B36XX9,"Two stars only for price, quality is not at all good, very bad.",0,0
R3HNM9A2ODY4EU,Did not receive item as described.  States 3 different sizes and received all of one size only...and not one of sizes listed.  Would have given 0 stars but not allowed to submit review without a star rating,1,1
RMIGNER8GFB21,"Bought it because it was recommended by WireCutter. It worked for 2 years, and suddenly out of the blue - it died. There was nothing we did. We came back from a weekend trip and when we were back, it was not powered on. I initially hoped it was something to do with the power cord, but taking it to Fry's and using another power cord did not help. It also seems to guzzle ink at an uncomfortable rate, for the very low amount of printing we did.The scanner has some issues with my Mac - There were many times I had to quit and restart the Scanner system app in Mac to get it working properly.",0,0
R3O0I0AHWQL0LH,"I was in search of a FINE POINT black pen that doesn’t blob, skip, or write a medium line. After reading the reviews, I purchased two packages of these Pilot Acroball PureWhites. I’m using them, but not too impressed. They do blob, and they aren’t as smooth-flowing as I expected. The lines they produce are what look like “medium point” pens would write, not FINE POINT.In reality, if I’m going to write out a greeting card, I seek out my cheap Bic fine point stick pen from Staples (did you know you have to order them?? They don’t stock them in the stores anymore! That is crazy!  It’s an office supply store!  You can find medium point pens everywhere you go...literally. Everywhere.)Why is it such a rarity to find a FINE POINT black pen that lasts and writes great until the ink runs out?I like the colors. I like that they retract.  I like the grip. Just not waving a banner for how they write.  Who makes a truly FINE POINT black pen for picky pen people? ;-)First world problems—I know. Sorry.",0,0
R4K8O7H3VT9AN,"We have been using the GK420t printer for close to five years and it has been a great printer. HoweverIt finally failed and I needed to get a new one. So I purchases 2 of these printers, GK420t printers, They bothwe received a few days later I started to set one up: put the ink ribbon in, loaded the paper and then went to plug in.That was the problem no ethernet port.  I am now a week behind printing all of our labels and will have to handwrite them. I started to do a return through amazon and in the process had to wait till I received a return call fromsomeone in customer service to discuss my problem. After a real long discussion about my issue he processed the returnand told me he would be sending out two new GK420t printers. Great so I thought.I when back to Amazon and wanted to see where I may have gone wrong and what the problem was. You would think thatreplacing a GK420t printer with another GK420t printer would be easy. If you need a printer that will connect to younetwork do not buy the GK420t. Buy the GK420d printer.  This one has the ethernet connection.I noticed that they intended to sent me exactly what I was returning, two GK420t printers. So I canceled that order and ordered the correct printers. Hopefully I will get what I need.The person in customer service was a very nice man but clearly he did not have a clue as to what I was saying.Although he spoke good English, he did not understand it. Customer service with someone from India does not always work.Why Zebra would change models and keep the same name is beyond me. It will be interesting to see  what I get on Monday.I rated this with only 1 star so it may get the attention of other people and avoid the same mistake.",0,0
R301F1L30JT7PF,My cart arrived missing the two spring pieces needed to assemble the wheels. I tried calling the number provided but it says the number doesn’t exist?I don’t want to return the package id rather just receive the missing pieces. If I am able to get them I’ll use the cart and change my review,0,0
R3BXW26BS42KA5,"Cheap! Cheap! Cheap! I didn't even want to give it one star. These were SO paper thin you could see through them. They were also packaged horribly and were dented. I sent them immediately back. I have ordered from this company before and had no problem, but the yellow was just an F in quality and packaging.",1,1
R3S7QCGGR9EJBF,"After taking about 45 minutes to install, align the print heads and print out a test page, it finally printed out 1 sheet of a document I wanted to print out.  The quality of the printout was acceptable. However, when trying to print out another document, it again continued to display ""please remove and reinstall cartridges"". Followed directions to remove, clean with the provided wipe, and install the cartridges again, to no avail. Also powered off/on the printer as instructed, with no luck.  After reinstalling the cartridges for a 4th time, it actually broke my printer and now the cartridge holder no longer slides out to be able to remove/install the cartridges.I rarely write negative reviews, but I had to mention my experience. I'll be returning these cartridges and now have to look for a new printer.  It didn't help that I needed to print out these documents as part of a Christmas present.Finally, when receiving the product, one of the cartridge clear bags was already cut and missing the plastic cover that you remove from the cartridge. Thankfully the tape was still on the print head, but it made me suspicious that this was already returned. And who knows if any ink was previously used.",0,0
RE3KYPBJE2WZA,"I was super excited to try these based on all the reviews! The colors are gorgeous. However, I started writing with them and several of the colors skip when writing. Even after using them for a continuous period. Very disappointing to say the least.",0,0
RIAFDYEHYWILP,I am very disappointed in this dry erase calendar. Once you have written on it I find that is erases very easily.I no sooner filled it out and went to put it up and already many of the numbers and letters were coming off.Unfortunatly I cannot recomend this product.I gave it one star because I did like the size but that was all I liked about it.,0,0
R2NYHVTHYD0O1N,"I've never written a review before, but this product is so bad I had to warn others.Began having issues within a few months. Print quality diminished significantly after ~6 months. We are replacing it after one year.The gremlins mentioned by others are all very real -- clogged printer heads, recurring messages that it cannot recognize cartridges (incl Epson ones).This thing has become too much of a headache to deal with. Save yourself the trouble...you've been warned.",0,0
RALGBTCG175M3,"Received the product much earlier than expected, so that was truly appreciated. The product itself on the other hand, was a letdown. I did read past reviews commenting on how thin the paper was but I decided to take a chance anyway, as it is a relatively cheap product. You really do get what you pay for... The paper quality is seriously questionable, it is REALLY thin! It prints easily, doesn't cause paper jams or anything on my home printer but due to the low paper quality double printing isn't a good idea as the ink is super visible on the other side. If you're one who likes personalising and customising your planner with stamps and sharpies, opt for paper that's better quality. For practical planner use (as I have purchased this for), this pack will do.",0,0
R1B4XGMPFQ0GWP,This tape doesn’t like the cold so it’s pointless for windows. No stars would be better. This does NOT work for windows!,1,1
R3MF110LBJYD5J,"Defective product. I emailed OSIR but they never not responded and have not offered to correct this issue. I'll probably NOT purchased from themr again unless they make this right. Very disappointed since this product has received good reviews. Hopefully they'll respond.Undecided as to the quality thus far. Two of the cartridges (the B and the PB) would not lock into place. I emailed OSIR about the situation several days ago, explaining the situation and asking them how they intended to fix my order, but as of this writing I haven't heard back from them. Ink seems to print well, that is the ones that would seat properly.",0,0
R1RQGK29TNFBP2,"I was surprised to find out that the total weight of this 3 pack is not even as heavy as any note book the same size you find anywhere else. I doubt how this item gets so many positive reviews. Extremely pricy, I didn't even bother to open the package. Yet BE AWARE, very likely, you will not be able to return this item even for a prime member.",0,0
RN1I35236KUUZ,"This ink immediately threw a Canon error B504 upon installation. Unfortunately, this error typically requires replacement of the entire printer since this line of Canon printers do not allow you to remove a cartridge until it is empty. I happen to know a work-around to remove the full cartridges, and am hopeful that replacing them with Canon cartridges will save my printer. Amazon has agreed to process a return for this product, and hopefully everything will work out, but I can't in good conscience recommend this product to anyone after my experience.Update 9/6/2017- I received an email from Kingway this morning. The Kingway representative asked that I process my refund through Kingway directly instead of through Amazon. They said that if I processed the refund through them, they would not require me to return the cartridges, and in exchange they wanted me to delete my 1 star review. The Kingway representative said that s/he was a new employee on their probation period, and needed my help to keep their job, and that the negative review was influencing their working performance. They also offered a workaround to remove the B504 error.Their workaround to the B504 error did not work and would be completely unhelpful to a normal consumer that does not know how to remove the cartridges while full. In addition, I told the Kingway representative that I would prefer to process my return via Amazon and that I would not remove my 1 star review. I believe asking consumers to do so is a deceptive business tactic. I would be exceptionally weary of ordering products from Kingway after these further developments.",0,0
RN9F4Q71YZQ4F,"VERY disappointed in this printer. I will go back to HP or another brand. First time bought Epson, but since this one had a Hardware failure exactly 9 MONTHS from purchase date I will NOT be buying another. I had my last HP printer for several years. Epson does not have a 800 number, you must call long distance in CA...expect to sit on hold for short time. ***Their ""warranty"" is if it goes out within 30 DAYS, they will replace with a new unit. In my case of 9 MONTHS, they'll replace with a REFURBISHED unit. They send it within 5 days, and you must send the broken one back after that within 7 days. Oh, and they'll need to put a hold on your credit card of $101 until they receive your old one back. Great ""Warranty"" Epson. Like many other reviewers, I'll stick with HP from now on.",0,0
R3WRJWFDZKUVO,"I am in real estate. I use my HP laser color printer a great deal to print flyers and other documents. My printer is an expensive one and I have only had it for about a year.  I decided to take a chance and order this product for my toner vs. the more expensive HP toners.  The reviews were good so I felt comfortable with my order. WHAT A MISTAKE THAT WAS!!  The cartridges arrived and were mounted in a styrofoam holder and they each had a simple black plastic sleeve over them. The instructions mentioned a pull tab for each of the 4 cartridges.  None of the cartridges had a pull tab. I think that is / was the problem as the manufacturer must have skipped that step. I installed them, ran some test pages and there was a noticeable leak of toner on the pages so I had the HP clean itself. This did not help.  These toner cartridges have leaked and ruined all of my expensive paper and I had to throw out my printing and send my PDF files to a printer because I cannot use the ones I printed. I am going to request a return and a refund.  Fuming mad in Orlando!!",0,0
R2BZIKUGWX6Y5B,"I only wanted this cart to wheel groceries from my parking lot to the elevator and into my apartment.On first use, I loaded 4 bags of groceries into it and the axle bent before I reached the elevator.I didn't hit any bumps and or misuse it in any way.I saw other reviews that weren't too keen on this product, but I am not rough on the products I buy, so I took a chance.I should have listened to the other reviews.I have been buying from Amazon since it began - this is the 1st product I have ever been disappointed in - I am pretty easy to please.Amazon should take this product off their shelves.",0,0
R3HDGLDEBBUSXD,Don’t fall for all these fake reviews like I did. These are extremely thin. The quality of a box of 99 cent envelopes. Pay a little more on another product and avoid the return.,0,0
R24XWM2N52YGY5,"Update: Bought in Oct 17.  The armature of the seat broke (a metal part...) in Jun 20.  Less than three years for a chair used a few hours a day is unsatisfactory.  Overall rating was 4 stars.  Down to one.Original review: This is a pretty and comfy chair.  It arrived quickly, was well packaged, and all parts to be assembled were present.  It took about 25 minutes to put it together using the very clear picture instructions.  The only potential drawback is the mystery white material covering the seat and arms.  It doesn't look all that durable but so far so good.  Time will tell.  For the price paid ($136 CAD), this was a good buy.",0,0
RB7TW8IP0RIOT,"I rarely leave comments, however, I recently bought this calculator.  It's a great tool!!! Why am I leaving this review then?  Because I only paid $7.50 +tax at my WW location.",0,0
R32F5O818BC4PD,"I'm a medical student so I take lots of notes and I like to use different colors to help me outline topics and draw my eyes to certain areas for quick review.  The Pilot G-2 pens have GREAT colors, and they write smoothly.But I do not know how people can say they are water resistant and smear proof. I'll carry notes in my backpack with a coffee or a bottle of water and a few drops of liquid gets on my notes or flashcards.  Or I'm just studying at my desk and some water drops get on them. What happens? wherever the water runs is totally illegible, it's like this is washable ink and any liquid washes it out.  That's no good for me because I need my notes to review long-term.  Now I'm looking for normal ball point pens that write as smoothly as these but won't run with water.",0,0
R1K5X493BYJE1K,This is one of those products that deserves negative stars. This thing is outdated and does not work with current operating systems. Do not waste your money on this product or lousy HP customer service.,1,1
R12X2HZCHRLA1Y,"I just opened the board last night around this time.  A few minutes ago I heard a loud crackling sound.  The sound was the metal front piece peeling away from the backing so now the board is warped and rippled.  This happened in less than 24 hours.  I saw other reviews say this but I've had Board Dudes boards before and loved them so I got it anyway.  Well, I learned my lesson.  This is very cheaply made at a very steep price for what you get.  Beware!",0,0
R2KIVN14I4UXZR,Very poor appearance. I received the pin with dried by glue all over it. No attempt to cover the pile of glue on the side of the pin. It looks like a small child put it together! I wish I would have read reviews before posting.,0,0
RCKLZNFNHWPXE,"I love these cards and use/buy them regularly.  However, this time the box of cards came in a plastic amazon bag which came broken and the lightweight box did not protect the cards.  Many were damaged.  This was a review I wrote last time and didn't submit.  This time, the cards that arrived a couple of days ago came in a amazon plastic bag.  The box containing the cards is not hard cardboard and the plastic bag lets my cards get beat up.  This time, again, the box was broken and some cards and envelopes damaged.  I need to use them, so won't return, but could you please get information to whoever packages to use a different packing on this product.  Thank you",0,0
R2HGRXSP70341I,"Unfortunately none of them had ink in them.  I read another review that said the same and I didn't believe it was true.  Unfortunately it is true, they all came with no ink.  I opened up the back end of each pen and saw a colored fiber filler, which should have supplied the ink but i am guessing they were all dried up.  As a last resort I put some water in the back end hoping  to revive the  pen...it didn't work.  Do waste your money on this product.",0,0
R1YITT5PBGXF52,"This is a brilliant little pen and so handy.  However, as noted on other reviews, it's too easy for the pen to come away from the lid.  Lost it after a week.  Probably my fault, but too easy to lose",0,0
R3OUQUFQQGNM4S,If I could give this product 0 stars I would. Nothing else to say other than the only use I had for this product was throwing it in the trash.,1,1
R5ZE2LJNWQDJV,I had the same experience as the other reviewers in that the box is defective in that the tabs to lock the sides are not long enough. You can get it to work with tape. The cardboard is a bit flimsier than other boxes like this I have used. I don;t plan to purchase these again.,0,0
R2WH2AYMXVRNDJ,"As other reviews point out, there's an issue with print heads constantly clogging until the printer eventually dies. Error 0x97 has something to do with hardware/motherboard issues, and the recommended fixes rarely work. I wasted two sets of ink cartridges dealing with dirty printer heads that kept smearing until receiving the error. I printed less than 500 sheets  before the problems began, and Epson's customer service and warranty department were unwilling to do much beyond recommend I pay more than twice the value of the printer to have it repaired at a certified location. This was my first Epson printer, and the lack of service ensured it will also be my last.",0,0
R329EC5WOFKNLB,I had high hopes for these gel pens after I saw some raving reviews.  Ugh they are scratchy with intermittent ink flow.,0,0
RR4GOYEJI1DRA,"This adapter does not fit the KD 7000 unit either!  Adapter is rated 9 volts, KD 7000 rated for a maximum of 5 volts.",0,0
R1SHUSINXL2WSN,1 box was ok but the second box was missing 1 card and there weren’t any envelopes at all!Therefore I can’t even give it a single star!!! I couldn’t talk to a service person and the only option was to send them back for arefund but I needed some of the cards & got my ownEnvelopes!!!! I didn’t need another good box sent to me! Love and learn I guess!!!!!!!,1,1
RBAS8MREXVQ8J,"This table is really nice looking, great quality for the price. But, be prepared for frustration on putting it together.  I should have listened to the reviews before purchasing. The pre-drilled holes do not line up, making the assembly a pain. I put it together and took it apart and put it together again and still couldn't get it to not wobble and shelf wouldn't line up and the drawer was impossible to open. I ultimately returned it. So disappointed. Don't buy this.",0,0
RYO0KIE6T9TIO,"If it was possible to give this product negative stars I would. I bought these labels for a bridal shower to print fun texts on them. The ink literally smeared all over these labels. I stacked the labels on top of each other, only to find the ink turned into an absolute mess on top of the gold labels. The gloss of the label seemed to prevent it from being printed on properly. My printer is a laser printer, which the labels are advertised to work with. So, I guess that was a nice waste of money.",1,1
R2KGGY24541XYE,About an item like this which hides the actual specs of the product like length and thickness. Its already tough enough to trust Amazon's reviews and ability of sellers to list other products under an existing product....,0,0
R11BY14VORKQEV,"When I took the binder out the box, a loose screw fell out of who knows where - not a good sign.  The included instruction sheet was 100% in French.  The hole punch is very hard to operate; it is supposedly rated for 12 sheets, but I would not attempt more than 6 or 7 at a time (a lengthy task if you are binding a 150-page document).  Inserting the pages into the combs is also difficult and time-consuming.  (Vertical binders might work better, but I don't know this for a fact.)  This binder might be suitable for someone who needs to use a binder on rare occasions, but if that's the case then perhaps they don't really need to buy one.  The binder is designed for A4/21 hole paper, but it is adjustable to US letter size/19 holes with some trial and error.  The handle does NOT lock down for storage.  All-in-all, although this machine has some utility, I am disappointed with this purchase.  Perhaps machines that cost $20-$25 more would be better.",0,0
R3GUDKVO9ZN986,"God, I really tried giving these a chance. These constantly derail, they're easy to break, the white tape will sometimes lift from the paper, when you move it it'll wiggle out of place. Overall horrible. Do not recommend or will ever buy again. The only reason why I gave it two stars because it's relatively cheap for ~1 each but even then dollars store tape worked better for me.",0,0
R3MXX70BXCTAAJ,"If you like the mess of using a thick, cheap wax crayon to highlight in a book or document, this is for you. Otherwise, it's a loser. This product makes your highlighting look sloppy, it bleeds through the pages, and it creates a waxy build-up on the blunt end (you couldn't call it a ""tip"") of the marker which has to be cleaned off after you use it with a tissue. It should get a ""0 Stars"" rating! It's not worth the trouble to return it.",1,1
RXB3SP9AYL4NG,"The colors are quality and distinct. The markers are too wet though. If I use normal pressure to write, the ""dry"" erase ink bleeds out and can obscure what I'm writing/drawing. For example, in the letter ""e"", the top part of the letter may end up looking solid because of the ink diffusing out. I'm hoping this will become less pronounced as I use them more. I also like the container it comes in. It is practical for the markers storage on a desktop.Edit: Okay, it's been about 2-3 months. Lowering my rating from 4 stars to 2. The colors still bleed and run, obscuring my writing. The only way to stop this is to hold the pen perfectly vertical and barely push when writing (translation: can't be done comfortably). On top of that, several of them are drying up with nowhere near the amount of use my Expo's got.",0,0
R33VZEAOKPEO3R,"I have owned and used this chair daily, spending many hours each day in it, for more than three years. I think that gives me ample experience with the product, so I decided it was time to write this review.Don't buy it.The Aeron Chair is marketed based on its ergonomics and customizable features. This chair, despite the hefty price tag, does not have most of the adjustability, and unless your body just happens to fit the shape and size of the basic chair as-is, and unless you do not mind the fact that you have no control over the tilt, you will hurt after a while of using it.OK, point-by-point:The chair back - in rest position, the angle that the chair back makes with the seat is too great to contact your back in an upright position for keyboarding, so you may find that you will spend most of your time perching on the chair without any back support.Lumbar support - this comes as a separate gizmo that can be purchased extra, but it isn't furnished with the basic chair.Tilt - The chair tilts, but you cannot adjust the tension, and there is no tilt lock. I repeat, THERE IS NO TILT LOCK. When you lean back, you will lean back very, very far - too far for comfort. Also, the back is not high enough to support your head or neck when you lean back, so forget using that extreme lean to rest your tired back and neck muscles while on the phone. I found this chair to be extremely hard on my neck for these reasons.The armrests - are not adjustable. I am a mere 5'8"" and they are too low for me, so my arms are completely unsupported. Will yours be? If your arms are not supported as you work, you will fatigue more quickly and your posture will suffer. Other reviewers have mentioned taking the chair apart to adjust the armrests. That's a great hack if you can do it, but I will leave it to you to decide if you have the skill and tools to disassemble the components of this chair to make the arms do what chair arms are supposed to do.The seat - the much-vaunted waterfall front of the Aeron chair seems to be either loved or hated. After all these years, I find that I hate it. It places much too much pressure on the backs of my legs, and that quite simply hurts. I ended up putting a cheap memory foam cushion on my expensive chair. (Note, I have the fully-loaded, top-of-the-line adjustable Aeron at work, and in this respect, it is no different. I had to get a cheap cushion for that one too.)The pneumatic height adjustment - works fine. It's nice to have one positive thing to say about this chair.In summary, the Aeron Chair's reputation is staked on its adjustability and good ergonomics, but the basic Aeron has neither.",0,0
R2UNG0QP9PL1MX,Horrible! This game is a total waste of money so save yourself $30 and get something else. The only gift this would be appropriate for would be a white elephant gift exchange. The people who gave it good reviews are full of crap.,0,0
R16W7HUXY4QWE7,"Horrible printer. Do not buy. This printer worked for about a month and then color print head broke, I think. Don't really know but it stopped printing in color cleanly after 1 month and stopped printing cyan. Can only return for 30 days so avoid this printer. Even after days of cleaning and all new cartridges still not printing. EPSON Printer Cartridges are also more expensive than you think because they do not last as long. In addition, printer doesn't have a draft mode so it uses a lot of ink every time. I don't usually write reviews and buy a ton of stuff on Amazon, but this thing was so bad that I wanted to help other avoid this mistake.",0,0
R1YG17QYV36DUL,"Although these bags and boards seem of good quality (I'm no expert), I found that 15 out of the 100 bags were too small for the boards by anywhere between 1/8"" to maybe 2""! Yes, 2"" short of the stated width. I thought they were for oversized baseball cards or something.I could forgive one or two of the bags being like this, but 15% of them? Way too high of a failure rate, and now I have at least a dozen unbagged comics. I'm not really inclined to order another 100 for this. If you still want to order this product, keep this factor in mind and get more than you need, or just buy from a different manufacturer that has better quality control.",0,0
R3DK6FDCC4PI73,"If I could give this zero stars, I would.  The cyan, magenta, and yellow ink worked long enough to print two documents.  After cleaning the printheads twice, I was finally able to print a third, but they have since stopped working again.  The black cartridge, however, never worked at all, but instead leaked everywhere creating a huge mess.  Bottom line, I recommend saving your money, or better yet, just use what you would spend on this and buy genuine HP cartridges.",1,1
R28BHJJU0XB8YI,"Super Deal Upgraded 48"" X 36""/ 60'' X 48'' - 1/8"" Heavy Duty Carpet Chair Mat w/Lip, Transparent Chair mat for Office Chair Rug Carpet Floor Computer Desk Low and Medium Pile Carpets.This is not upgraded to 60 X 48.  It is still 48 X 36.  I want a review and they can pick the junk up.  I should not have to repackage and chase around town for a scam.",0,0
R20TVNCIND72FH,"When I first started using the pen, I loved it. It wrote smoothly and the fine tip was perfect for my handwriting as I write extremely small. It wasn't heavy to write with either and the grip was comfortable to write with. I rate this 2 stars because I actually really loved the pen when it was working. After about a week, the pen started writing choppy, as if the ink wasn't working. It was no longer smooth to write with and I'd be mid-writing and nothing would even come out. It became progressively frustrating to work with. This was with both pens too. Not sure if I got a faulty set of pens, but for the price I was extremely disappointed that I didn't even get a week in with this pen before it started not working for me. I feel like I seriously got ripped off. Will not buy again.",0,0
R1DZLWE6CSS26J,"I would have given this pen 5 stars if it did not run out of ink after a month. I bought a black and blue Frixion Ball pen to use for writing notes. After a month, the blue pen ran out of ink and shortly later the black pen. I decided I would give it one more try using the refillable ink. Less than 3 weeks later, the black pen ran out of ink. This is a horrible product. I don't understand how it gets 5 stars. Another friend experienced the same think with the black, blue, and RED pens. I contacted Pilot to let them know about the problem I had with their pens.Pilot's response to my compliant:The FriXion erasable gel ink pens and highlighters have a new kind of thermo-sensitive ink that is designed to write smoothly and erase cleanly.  The FriXion ink refill has been designed to deliver optimal ink performance.  As a result, the write out of our FriXion pens is approximately 1045 ft.I guess I'll return back to my faithful Pilot G-2 07 pen. Has anyone else had these problems or is it an isolated incident with the Pilot Frixion ball pens?",0,0
R2S8X5AVUFFYNL,Don’t discount the poor reviews I did and I regret it.The MFC machine is great when it’s functioning. The double-sided printing in color is fantastic. however when you have to unplug and plug it in to get recognized on the network for bonjour printing with Apple products it’s a little frustrating.  Every time I want to print I have to unplug it and wait  for it to shut down then plug it in and wait for it to start up and be recognized on the network.  At this point the only thing we want is for the Airprint function to work.  HP let the warranty run out and now just refuses to provide help. I’m looking forward to my next printer that will not be an HP.,0,0
R2YB3M2D7BUWXP,This product had to be returned because the black ink cartridge did not snap into place properly. I would not recommend it. I gave 2 stars because the colors did fit and it was a great price. I don't know if it will fit other models but did not fit mine as was advertised to do (HP 5520).,0,0
RH5ZNSGP0D7IF,This product did not work. It will barely work as a manual pencil sharpener. I bought it based on the reviews hoping to get a battery operated sharpener that not only worked but would work for years to come. I'm not sure where to buy a high-quality pencil sharpener.,0,0
R1U9TBXNBMKY5A,"Paypal swipe requires a particular paypal account. I was dienied for this simple upgrade for no reason. Reviewing online, lots of people are denied, including well established businesses. Customer service suggested Square.",0,0
R271I11PI711H3,I read other reviews elsewhere comparing the Avery binder and the Wilson Jones 3 inch binders - I will only buy the Avery Heavy Duty binder when I make my next order.,0,0
R2R2F0GN0U46PH,You had one job. Simply doesn't work on tile floors. Slides like an olympic skater. 1 star for a doorstop that can't stop an ordinary door.,0,0
RTZRDKEJKDJAS,"While it is beautiful, it will be going back. In the description it says it has a ""swivel spring clip"" but it does not. This has the tension kind of clip that you have to clip to a pocket or the collar of your shirt. I need to be able to clip anywhere on my scrubs quickly and this just won't work. I'm giving it only 1 star simply because the description is wrong and now I have the hassle of returning it.",0,0
