review_id,full_review,rating_managment_explicit,rating_managment_explicit_ohe
R3GUHQ3G2SBY9F,"2 stars is for the # of songs I can actually stand on this CD.  I loved the 2 previous albums, but this one is whiney and concentrates mainly on the lead singer's voice, which isn't all that great.  This album falls short of Coldplay's earlier work by an infinite amount.  Too bad.  I don't recommend it.",0,0
R2HL9JZHU0NRTM,"Hollywood is in love with itself - again. Just watch the behind the scenes short on this DVD. It is so important to ""feel"" like their doing something important that the stars of this film actually have convinced themselves that they are doing something important by being in this film.The story is about a bunch of idiot bigots who represent a small minority of people in Los Angeles (though the makers of this film would like you to believe that this is how YOU behave, in secret or otherwise). The script is heavy handed in more ways than can be written about here.Every character in this film displays their feelings and prejudices like a bright red name tag on their foreheads. Then they proceed to use those feelings to pound every other person in and around them into submission. See a character in the film? Guess what he's a jerk. See another character in the film? Guess what, he's a jerk too. On and on it goes. The worst part, of all this is that the jerks are supposed to be YOU. Don't belive me? Check out the positive reviews of this film and read between the lines.Nothing deep is going on here, it is just words and hurt feelings flying around. The gimmick of how these characters all ""crash"" into each other was written on the back of a matchbook cover. I'm sorry, but this is one of the most obvious films made in the last few years.Nothing is learned or gained from spending time with this film, unless you are one of the choir. Then, of course you're gonna yell Amen to this dull edged sermon.Best picture? I don't think so. This is one film that 10 years from now people will be shaking their heads and saying to themselves ""What was I thinking??"". It's the platform shoe and Nehru jacket of 2006.",0,0
R282V40MHMEN1H,"Being the world's largest manufacturer of digital media (disk drives) made Lite-On a natural for me to get this machine when it first came out.  I got a great price but much disappointment.(1)  The manual has poor clarity, often not enough to figure out key operations.  I'm pretty tech-savvy, so the problem does not lie with me.(2)  The machine broke in less than a year, so they sent me another.(3)  The mechanical design of the machine is not user-friendly, not intuitive.  To perform my basic operations, I had to call tech support, make notes, and later refer to them on matters that could have been better engineered.(4)  Tech support was always available (24-7 I recall), and wait times were moderate.  They always had an answer.(5)  It has worked well for two years since getting the new machine to archive my camcorder digital and old analog tapes to DVD.BOTTOM LINE:  I saved a few dollars buying this unit but paid for it many times over with the added time and monetary expense of dealing with its flaws.  I give two stars because it currently does its job, but I would never buy another until their consumer products have better engineering and ratings by users and experts.  This company excels at OEM products, but they have a lot to learn about the superior human interface required to compete in the consumer market.",0,0
R1RCGPN5RTYGJS,"I remember the first time I ever heard Britney Spears.  The song was 'Baby One More Time' and I couldn't believe what I was hearing on the radio...crap (if you believe that this entire review will be negative, please read on).  But since radio was playing her songs a million times, I learned to like that song as well as many that she has released.  Her recent material is far better than her earlier, straight-from-the-studio manufactured pop hits, and I was not surprised by her timely release of a greatest hits CD.  Many people have attacked her for this, but I will not.  What I will say is that there are only 3 great songs on this album of 'greatest hits'.  Toxic is the best club song she ever produced, I'm a Slave 4 You is a close second, but when you hear 'Baby One More Time' again you understand why it was so popular.  This is Britney's crowning achievment because at the time, there was nothing out there that sounded the same. And it brazingly marked the beginning of the ""Pop Starlets"" era, as Elton John likes to call them.  As for ""My Prerogative"", we had hoped that Britney would sound less like a studio and more like herself as she got older.  This song is the worst song she ever released. It destroys the original and, quite frankly, is not very easy on the ears.  She sounds like a muzzled mule. If you are hoping to get the best of Britney, this would definitely be it, and it's worth a whole lot more than buying each album.  Maybe for the public's sake, just as her first song started the era, her greatest hits cd will end it.",0,0
RWII65AYK7YVJ,I love these gummy worms they are the right amount of sweetness and chewiness!!! My favorite overall ❤️!UpdateOne of the boxes came with a red sticker and I thought nothing of it until I tasted the candy it was broken into small pieces like if someone chewed it and red turned it. That’s why I’m giving it 2 stars instead of 5.,0,0
R3P4S777M7TCID,"Sounds like this author has quite a following. I'd never heard of him before and bought the book based on the good reviews and very inexpensive kindle price. Good thing I didn't spend much, because I just can't get past the first few chapters.Every few pages, he reminds the reader again and again that he's so successful, these are the methods he uses and he does this every day. The examples so far are either shallow or overly preachy.He also ties his concepts in with Christianity, which may or may not be everyone's thing.",0,0
R2HZO7XTFWGFTY,"This film had too much annoying banter between the villains. There are a few cool shoutouts and several good fights featuring Austin and White against various villains. The film would've been better if about 30 minutes of pointless talking was excised from this film. The shooting, humor, and hand-to-hand combat was pretty good. It's always fun to watch Austin have a final battle with the meanest villain in the film. White is the bigger star but he works well with Austin. Recommended for action fans.",0,0
RM93DCENH8QHZ,"I am in shock and compelled to write this... I am sorry to say these sheet are rough as sandpaper! They could give a brushburn!! I have never felt sheets this rough - they are a million miles away from the way 600 thread count should feel. I noticed in leaving this review, there are other posts here mentioning how rough they are - believe those posts - wish I would have read them before ordering!  I have just submitted return request - I will let you know how that goes!",0,0
RRG3IC2XX4AUE,"I purchased a set, plus some expansions and found it to be quite fun. I would give this game 5 stars, but this listing gets -4 stars for being an over priced duplicate listing.I would suggest:  Star Wars X-Wing Miniatures Game Core Set . It is the exact same game, exact same ships, exact same company, and slightly under forty bucks (the Mfg Suggested Retail Price)... with Prime shipping",0,0
R3CCQGN3P954TG,Overall rating is NO STARS. This Classic Illustrated Edition has print too small to read no matter if you have perfect eyesight. Makes me dizzy. It puzzles me that anyone would print a book that requires a use of a magnifying glass.  A big disappointment.,0,0
R2QTNJP1D9E5GC,I should have listen to some of the other reviews. The 3D sucked and all the camera shaking during the action scenes made it hard to follow. I wish I didn't buy this. Save your money!,0,0
RAYF8LX1FAEVY,"So...a media stand is typically supposed to be able to hold a TV...right? Well, I don’t have a TV yet, but the table legs have snapped and collapsed twice under the weight of our kitten (no animals were harmed in the making of this review). Kitten is fine, media stand is not. Do not buy.",0,0
R2TCUZSN2PPA9X,"Well.  Let me explain my rating.  I'm a big fan.  And, I'm glad he didn't do another album with the Neptunes/Pharrel.  I like that he returned to his street music on this.  But, my issue is the production.  Snoop is well known.  Well connected.  Has money.  He can have any producer make beats for him.  Yet, this album's production was less than average.  Nothing classic here.  After that last horrible album with Pharel, i thought this one would win me back.  Not really.  Beats sucked.  Period.",0,0
RPTU7QB3ZADFF,"I had recently read the story and when I saw that Amazon had the movie, with decent reviews I thought I would give it shot.The book had the story take place in a small town in Massachusetts, the movie had in the German country side.This was all sub-titled, not always a negative but in this case it did impact the viewing. Overall I was disappointed as itjust didn't come together for me.",0,0
R3O11WE7GXER1L,"If you want to read a fun book with a heroine who is loving loyal, caring and funny then i'm afraid this book is not for you.In Twelve Sharpe Stephanie is faithless and disloyal amd manipulative . She continues to cheat on Joe in her persuit of getting the 'Ranger Orgasm'.Her arrogant disregard for Joe's feelings as she allows Ranger to grope and fondle her are turning her character into a […]and a […] in heat.At this point I have lost all feelings for Steph and hope Joe catches her in bed with Ranger and tosses her out of his life.Its what she deserves and it will finally move this repetative and sleazy triangle into a different direction from where its been stuck book after book.Stephanie continues to manipulate Joe and their relationship and as I continually wait for her to choose its finally dawned on me that obviously she isn't going to give up the bird in the hand which is a sure thing or the sexual fling  with Ranger either .Janet has decided that a heroine with no integraty or loyalty is what will keep the readers hooked on this series and keep selling books and she is probabaly right according to the reviews posted here.Personally I find the whole business with Ranger unpalatable and cannot understand his appeal to so many readers.This is a man who cannot be bothered to spend time or love on his only daughter or form even a peripheral relationship with her .He sends money and believes that absolves him of all responsibility.. Wow .What a stella guy.I found his daughters situation heartbreaking. She was so eager for his love that his callous disregard was disgusting to read.It was mental child abuse as far as I am concerned.This is the guy that in H8 asks for sex as payment for helping Steph out .Then after using her for a one night stand leaves her with egg on her face by tossing her out and telling her to go back to Joe .He is therefore doubly underhand and unscrupulous to continue to make sexual advances on Stephanie behind Joe's back knowing she is sexually involved with Joe.The whole series has lost its appeal for me .I don't care who she has feelings for -you can't help who you love -but you can help your actions and I cannot read a series about a heroine who has no integrity .Nearly being caught by Joe while rolling around naked in bed and having oral sex with Ranger is nothing more than  a 'close  call' as far as Stephanie is concerned. Her reaction is cold ,callous and without remose . Her lack of loyalty and her cheating has put me off her and spoiled the series for me.Whether she marries Joe or not is a moot point now because her cheating has degraded and irretrievably tained the relationship and is making a laughing stock and a fool of the man she claims to love.There is no going back from the mockery she has made of her relationship.Twelve Sharpe makes for uncomfotable and unpleasant reading even for a die -hard fan.[…]Its not worth buying to read about the same old angst played out in every book and a heroine who's action are increasingly becoming selfish and […] and who is steadily losing her integrity in each book.My money is better spent on other authors who deliver the feel good factor of earliar books without demolishing well established characters.",0,0
R204FZBC0G1PTK,"I only give this 2 stars and that I consider generous.  Many of the illustrations, photos and wiring diagrams are very small and hard to read or too dark; some of the information given is glossed over (remove nuts holding radiator to front crossmember - I may have generalized that however my description is just as inaccurate as theirs is.  I bought the book to find out how many other parts I do need to remove, as I see many hoses, 2 fans, upper radiator hose, an A/C condenser plus air cleaner in the way.  These are not mentioned, there is no trouble shooting guide to problems and where to look for what.  ""There are many sensors with many different uses...  "" OK so where is the sensor I want? How can I check it without paying the big bucks at the stealership? I have now joined some Prelude forums for answers as this book doesn't have them.  OR maybe cooling is not an issue with aluminum engines and components.  This isn't my first book but I don't think Chilton is my or suggest it for anyone's first choice for information.  Buy low as you can if you are desperate, otherwise invest in a factory manual.",0,0
R3A27R8OWDO4NX,Only because there is not a ZERO star,0,0
RJTH8ZRBPKOJF,"I was intrigued by all the five-star reviews and the subject matter, and ordered this in audiobook format. Began listening to it during a long plane trip.  It was ridiculously technical and boring and I could not hold my attention. Several months later I gave it another go, deciding I would try once more. Thirty minutes went by and I realized I wasn’t even able to listen to it. It was a cross between background noise and torture.  I regret wasting my audible credits on this. ( I am not averse to technical material. I have a law degree. But this book was boring as hell.)",0,0
RQ2PUKAA3921T,"I've read this , book 7, of the Kay Scarpetta series and I've enjoyed reading most of them until this one... ""Dr. Scarpetta"" acts to much like a know it all, I enjoy reading about powerful characters, but I did not like her, in any way, in this book. And the ending was crazy abrupt. Those are my reasons for giving two stars, and it's also very dated for the price of the book!",0,0
RHGLX9UBNRY9Q,AS with othere reviewing here I love the earlier James Herbert books.. The style he writes in now gives the impression of over padding and is filled with  unnecessary descriptions usually delivered from the mouths of the characters he introduces.Their dialogues just don't read as believable. I don't need history lessons about Cuba. expensive cigars or a tour guide of Scotland. I want to be scared and intrigued like the old days! Sorry but it missed the spot for me,0,0
R12M0OVCNOQV1I,"i heard alot about how great this band was. One of my friends actually told me i Should go and buy it, but after hearing ""sugar"" on the radio...well lets just say i wont be getting their self titled album  anytime soon. ive listened to other songs on the album from Mp3's and stuff  like that and the songs ""suggestions"" and ""P.L.U.C.K.""  are by far the best ive heard from the album. Yet, Still i cant believe why  people say they are soo great. The vocalist sings in a voice that almost  sounds like he's joking about everything he is saying. I myself, rate songs  mostly on how they sound(afterall music IS sound) or if the lyrics are  completely amazing. well.....SOAD's lyrics definitely arent very amazing.  so then that leaves it up to the sound......and again i dont see what  people see in them! the songs lack a sense of togetherness. i mean one  minute he will be singing in a sort of whiney, whimpering voice, then next  he lets out a hardcore growl. However, i will be the first to agree that  many bands can go through this transition and make it sound amazing, but  SOAD is not one of them.  i listen to bands like Soulfly, fear factory,  KoRn, RATM, static-X and others similar to that. (if i listed my other  favorites most of you will probably never had heard of them so i dont see  any point in listing them.) Either way, this album is a 2 because it beats  out all the nsync and backstreet boy albums out there, but of course thats  not much of an accomplishment.....",0,0
R168I24AW3J4OP,"Embattled Rebel is a big disappointment. Short on analysis and short on interpretation one can hardly credit this is written by the author of Battle Cry of Freedom and Tried By War.  At a mere 250 pages (with 50 blank, photos or battle maps) James McPherson apparently has little to say about a subject others have written volumes: Jefferson Davis' role as commander in chief of the Confederate Rebellion.Indeed, Embattled Rebel has us careening through Civil War battles and campaigns at a dizzying pace.  Imagine touring Gettysburg with a NASCAR driver and you get a sense of reading McPherson's latest effort.  Antietam--3 pages (plus 1 map and a photo of R.E. Lee), Gettysburg--4 pages (plus one map).  Sherman's Atlanta Campaign a whopping 8 pages with a single map.  It took General Sherman longer to put on the boots that marched through Georgia then it did for Jim McPherson to write about his campaign.McPherson, seems blithely unaware his colleagues have devoted entire books to single battles.  Jeff Davis' contribution to Gettysburg doesn't merit a dozen paragraphs.  If that is true, this book needn't be written.  If untrue it is badly written.  The factual information in it reads more like Jeff Davis' Wiki page than historical analysis.  Jeff Davis begins Embattled Rebel sickly, arrogant, haughty and admired. He ends it sickly, arrogant, haughty and despised.  Thanks for the update, but is that really worth $25.00?In a positively loopy introduction McPherson advises, in the spirit of ""full disclosure"" his sympathies have always been....wait for it....with the Union!  Phew.  For a moment I thought America's premier Civil War historian was going to admit to supporting secession or hankering after a slave or two.  Fifteen years into the 21st century, EVERY decent human being's sympathies are pro-Union, anti-slavery, Mr. McP.  Full disclosure seems hardly necessary, so back to the book.The introduction natters on quoting scathing indictments of Davis' character and ability by Robert Toombs, Pierre Beauregard and Linton Stephens.  McPherson is happy to report he discovered the subject of his book wasn't as bad as all that--as though this is news.  No reputable historian looks to a subject's enemies for character reference, so what precisely McPherson's point was remains a mystery.More disturbing though and perhaps the greatest flaw in Embattled Rebel is a refusal to compare Davis to Lincoln because the latter had a tremendous material advantage in winning the war. Nobody doubts such an advantage.  But by omitting comparison, McPherson refuses to consider, not whether Davis should have WON the war, but whether he should have grown, and matured and evolved, which Abraham Lincoln certainly did and Jefferson Davis certainly did not.This is a serious and hugely disappointing omission. How could any man go through the ""fiery trial"" Davis endured and come out the other side the same serenely smug and condescending stiff-neck?  How and why the Confederate President manages such an unenviable feat is never examined or considered.  At the end of the war we are left with a half-mad ideologue exhorting the population to continue to sacrifice, continue to die for a cause that everyone but he knows is lost.  How and why he deludes himself so completely is unconsidered.McPherson seems unaware that great leaders (Washington, Lincoln, Roosevelt, Regan) are required to not only make decisions, but to inspire and convince.  In the latter two categories Jefferson Davis was a miserable, divisive failure, but the author is loathe say so.  Indeed the tragedy of his life is not that he was unfit for office, but that he was seemingly the perfect man for the job.  Between resumes and reality lies a vast chasm which Jefferson Davis fell through.I was fortunate to receive a reviewer's copy of Embattled Rebel.  If I had laid out $20-$25 for this meager work I would be really, really annoyed.  Unless you're dying to make a contribution to the James McPherson retirement fund (not an unworthy cause) I would suggest your local public library.",0,0
R393NFJOYRJWCK,"I write this review so YOU delicate shopper like me, don't suffer the despair and cringe like i did (and i still do). I bought this product because of certain needs that i had in terms of sound (knowing that Sony IS one of the icons in the sound industry), and i read some reviews (even the bad ones) that stated that it sounds like a box... i'm an audiophile and i do have some certain standards (i do have a dozen of Sony in and over ear products, all of them FLAWLESS), at first it sounded INDEED like a box but retouching the equalizer it eased and slightly improved the sound (which by the way it took me like weeks to fine-tune the EQ, it was really hard, even for me that i'm a sound engineer because sometimes sounded like i wanted to and sometimes not, i believe it had it's own will!).But now OVER A YEAR LATER, it started to sound ""MORE BOXIE"" than ever! i had to refine the EQ again and for every movie or series (even music) started to sound hollow, without bass (i had to turn it down because i already starting to feel the saturation, even en in normal volume because i use it to mood the room and watch the news), without the richness of bass, middle-bass and middle-high, which what you always look for when you buy a soundbar like this. Yes, i'm fully aware that ""i can't ask too much for that amount of cash"", but, it's money and the money costs by itself (to earn it, to save it and to manage it).Yes it is a space-saver, but another issue is the remote (you can also use an LG G3 or G4, didn't test with samsung phones), if you are pointing somewhere else that isn't a straight line (or a straight view from the remote to the soundbar) you won't be able to control it. The remote is too underpowered to send commands like a regular tv (no line of view needed), ALSO if you are like me that have everything in black (furniture, tv stands, other remotes, etc.) you'll easily loose it (that's where my phone comes in and it's a life saver!).I truly apologize for the mess in the review but i'm speaking with my mind right now and i'm going to focus again on the sound, WOW SONY, YOU SERIOUSLY MADE A MISTAKE HERE!... IT IS: sturdy, well constructed, and made-to-last, also 110/220v for those who live in other countries and it does include a toslink (fiber optic) audio and an rca standard, but... it isn't enough, the fact that it may include everything you need to plugin your favorite gadget/appliance IT DOES NOT WORTH THE MONEY.... and i regret the purchase with the bottom of my heart, i'm stuck with it, no one wants it (yeah, i tried to sell it but once they heard how it sounds they said ""no thank you"").If you, dear reader are looking for a soundbar that it does not sound like box LOOK ELSEWHERE and avoid at all cost this one! AND IF YOU READER WHO ALREADY OWNS OR TESTED more soundbars, please let me know which one does not sound like a box (not with separate subwoofer).Thank you very much for your time!",0,0
R36NYW7MYR6PAM,"This book is written by someone who obviously knows how to write.  Or at least write sentences.  Unfortunately, their mind has been clouded by an unfortunate attachment to the teachings of Ayn Rand, with unhealthful doses of the modern US conservative movement.We are lead through an economic collapse scenario in which the clueless but pridefully nationalist Democrats refuse to kowtow to a coup engineered by Putin and the Chinese.  Hamfisted representations of economic theory that would appeal to graduates of (Glenn) Beck University are brought out as reasons why the US economy is built on a dream.  A mainstream economist is made out as a fantasist.  Later, the US has become a third-rate country with what the author imagine is hell on earth in the form of high taxes.  In the end, the protagonists escape to a libertarian utopia and only the gold hoarded by the spunky iconoclast saves the family.  It's a feel good story.  Not.",0,0
R3EDEVZ8B9C5AF,"I chose this rating because while I felt she was honest about her feelings, the book was too sex-filled for me to recommend.",0,0
R15HJ031JM7UYC,"DON'T BE FOOLED!!!!  The page states that David Lynch directed this, but he actually took his name off (look at the screen shot).  This extended edition was directed by Alan Smithee.  Don't worry though . . . it gets worse.I don't normally write reviews, but I feel compelled to in this case, so here it goes.First off, I loved the books and David Lynch's interpretation in the theatrical release.That being said, this is just aweful.  I totally agree with those who have stated that this is an abomination.  Cons include, but are not limited to:Good scenes cut from the theatricalBad voice over with storyboards for much of the 'extra footage'Uneven quality and clumsy transitions to new materialThe list goes on.Do yourself a favor and don't spend the money on this.  Just get the theatrical release and be happy.  If you didn't like David Lynch's interpretation, then just take the time and pleasure to read the book again.I can't believe they actually released this.  I totally understand David Lynch taking his name off of this.-Sincerely,-J",0,0
R38VYSPF4LSABC,"Worse movie i've ever seen. Nothing like the others. So bad i could not even watch the entire thing, there's a reason nobody knew there was a part 2, i had to watch the first one right after i turned part 2 off to reboot my mind that part 1 was awesome. I knew there was more to the story why Mr Quaid moved to Canada than just bank robery. I gave it 1 star because it makes, so my rating is 💩💩💩💩💩!",0,0
R31ANCCH1XHW18,"The 1 star rating is on the fact that I keep getting the 100 watt bulb instead of the 70 watt I order.I have ordered this bulb 4 times, twice I received a 100 watt bulb, once the correct bulb that flickered and died as soon as it was plugged in, and once I received the correct bulb.If; IF, you get the right bulb, it works great; but as far as I can tell that's a 50/50 shot at best.",0,0
R11WKYZD81Q0K4,"I was fooled into thinking this would be a light fun read by the bright color and somewhat whimsical artwork on the cover but as soon as this book began I worried that it was instead going to be about uncomfortable relationships between a few mostly unlikeable characters. I have encountered so many unlikeable characters in books recently and I was right to worry. The main character begins in a minor unlikeable fashion but by the end she was absolutely insufferable. What a mess she made of things. I kept reading because despite not liking the characters the writing was pretty good. Except that is for the description of the supposed setting. The book is set in Dublin but there was little in the description to indicate anything particularly Irish, it really could have been set anywhere.Ugh An unenthusiastic 2.5 Stars and I’m glad it’s over.",0,0
R174HO8N5FXGT6,"I love the early Alan Parsons Project albums, so I bought ""Eye in the Sky"" based upon others' reviews stating that it was the best or most popular of all Parsons' releases.  In my opinion it had one good song but overall the album/cd had no heart.  I have no desire to listen to it again.  If I keep it, I feel that it will be like my copy of ""Try Anything Once"" which I've listened to maybe five times in as many years of possession.",0,0
R3NE85L4T5J22J,"I bought this Oct 3, 2018. It has a 'lifetime guarantee', clearly marked on the product description.My first impression of the hose was.... what is that SMELL? It smelled extremely strongly of chemicals, and I'm very familiar with chemical smells and expect it from a plastic/rubber product until it degasses, but this was POTENT and scented the water itself. You could smell it from 30' away, and I do not exaggerate here. I figure the smell would go away eventually, and I waited to review because I didn't want to be unfair. A month later.. It never completely went away, but did lessen a bit,About 2 weeks ago, it sprang a leak at the neck.This is irreparable. The neck is BELOW the screw in head for the hose, and there's no way to reach it to seal with a washer. It's not spraying in only 1 direction, it's spraying in multiple directions, and I risked my phone getting damaged to get the photo you see, because it was spraying into my phone as I took the photo. It sprays on your clothes, your pants, your arms, and into your face as you attempt to use the hose with any type of head.I am attaching a photo of what it does so you can see it. There is no way to stop this leaking, because it is BELOW the termination of the hose threading. The amount of water being spewed is enormous. It flooded my entire 30' long porch in a matter of a minute, just leaving it on the ground at incredibly low water pressure, with the spigot handle turned 1/10 open.So I went to contact the Seller a week ago because I have a problem. It's got a LIFETIME warranty, clearly stated in the description right? There's no contact! I have contacted Sellers before on Amazon, it's a convoluted process, but it's doable. If I have a problem, my first assumption isn't that the product is defective, but that a bad one slipped through the cracks, and the Seller should be notified and given a chance to remedy. If I were a Seller, I'd want people to contact me with a problem before posting a negative review, because the item could be a one-off problem that other customers don't experience.  Well, clearly this Seller doesn't, there is no possible way to contact THIS seller on Amazon. I put it off until I had time to deal with it, and now I'm 5 days past my return period.I paid $53.24 for this hose with Amazon Prime (this includes tax). It lasted 2 weeks of dangerous smelling toxic water before proceeding to leak to the point of unusable. It has a 'lifetime warranty', with no possible way to contact the seller.You can check my reviews, it is extremely rare that I post a negative review because I always give the Seller the benefit of the doubt. Sometimes, when I can't say anything nice, I don't say anything at all, because the product neither impressed me nor was I disappointed. THIS is terrible. I mean really terrible. It hasn't lasted as long as one of those floppy shrinkable hoses.It gets 2 stars, because it IS 100' long, something that those stretchy hoses usually are not. It also has not yet kinked on me. I'd be thrilled with it, but the incredibly potent chemical smell and then, being forced to take a muddy shower outdoors every time I water my plants offsets any and all benefits.DID I get a faulty hose, or is this what has happened to everyone who bought this? Since I can't contact the Seller, I have no idea.  Please tell me how your 'lifetime warranty' works if there's no possible way to fulfill it. No info, no address, no phone number, no email, and no way to contact through Amazon.I got to water plants with a putrid smelling chemical brew for 2 weeks, got drenched in muddy chemical water for an additional 2 weeks, before tossing this in the rubbish. I am not a happy customer, CONTACT ME please if you can send me a hose that actually WORKS for my $53.",0,0
R1COSUHAV30UEV,I can't understand how this movie gets 5 stars.  Acting was also terrible.,0,0
R28BXBVKAGYGYC,"As a writer, I really want to like things I read, especially books I am supposed to review. However, I have to be honest and say that I was very disappointed in this book.I believe that a lot of people (myself included!) are suffering from sugar addiction these days I was very excited to get this book for review, and read the author's story about quitting sugar, and follow her 8 week detox program.However, as I began reading, I realized that she makes ALL sugar the enemy, including natural sugars. She speaks of how she was a ""healthy"" eater and that's why she didn't realize at first that she was eating too much sugar. She was eating natural sugars, and sugars from fruits, etc. (fruit, dried fruit, and a teaspoon or 2 of honey was the extent of her sugar in a day's time, according to her) Her no sugar diet eliminates ALL sugars, including completely natural, unprocessed sugars, and fruit. I can't get on board with making fruit the enemy during the program and advocating brown rice syrup and/or processed stevia instead.Which brings me to my next point, her recipes include alternative sweeteners. Although she does speak against artificial sweeteners, she condones the use of some other alternative sweeteners, which are supposedly ""natural,"" but there is still a lot of controversy surrounding them. I was not looking to replace sweeteners with controversial alternatives, especially while cutting out completely natural fruits! I was expecting this book to be something different than what it ended up being. Several of her recipes called for brown rice syrup and processed stevia, which is quite controversial as a sweetener, and not as unprocessed as alternatives like raw honey, which she speaks against.Furthermore, there wasn't really an ""8 week detox program"" There were some thoughts and suggestions broken into 8 sections, but it wasn't really a practical, program to be followed.*I received a review copy of this book. All opinions are my own.",0,0
R31FBNGSIGQLDD,"The jacket on the book was awful.  U call that in good shape?  It was ripped n very worn.  The book even had an odor to it.  Very disappointed for supposingly rated in very good condition.  As far as the book, I read it in soft cover n the rest of series were hard cover.  Wants to get a hardcover to match my other books n have the whole series.  The story is great!  Can't wait for it to continue.",0,0
R3N1X73HS8682B,"This 1973 Spelling-Goldberg ABC TV movie has garnered a cult following over the years since it features two future CHARLIE’S ANGELS among the cast. While Kate Jackson has one of the larger roles here it doesn’t show off her talents in the best light and Cheryl Ladd’s performance is not indicative of the star quality she would exude as Kris Munroe just four years later.Pamela Franklin has the meatiest part, but the script is rather weak and the execution flat, like most TV-movies of the era. You WILL giggle when you see the part where the Housemother (Jo Van Fleet) is hypnotized into regressing into a chatty, paranoid schoolgirl near the end.The print is badly scratched, burned and faded and the night scenes are especially terrible in the video quality.The only other Spelling TV movie I remember seeing was DEATH AT LOVE HOUSE also starring Kate Jackson and while it wasn’t that great either, I would recommend it first over this one.",0,0
RY93UTGRFA9J0,"So this is the first time I have ordered From Hatchbox. And the first time I have used PETG. I put the roll on the spool the moment I opened the sealed package and started printing. When it comes out of the nozzle, you can Clearly hear it crackling and popping. I am having very inconsistent layers and pot holes...Also, the filament diameter ranges from 1.85 to 1.70 and looks wavy coming off of the spool.  I really hope Hatchbox will reimburse me from this purchase or atleast send me a new role for free. I really hope this is not the norm for their filament. i will update this review if i receive any type of contact from Hatchbox.",0,0
R18E6QYVHWI53K,"Same as my review for the Icky Sticky Frog and Anteater:  what's a chameleon, frog, and anteater without its icky sticky tongue.  My kids have been cheated out of learning about a major characteristic of these animals. We have chameleons and frogs, but do NOT have anteaters in Hawaii!!  I'm returning this book, too, much to my sadness, but feel I've been cheated out of the major part of this book that makes it so wonderful!!",0,0
R34C4HHMX9780A,"So,The theory is still true; if you aim low enough you will hit the mark when it comes to music. SOAD, as the middle schoolers like to call them, is seriously over rated. It's fairly easy to be ""totally awesome"" to a bunch of teenagers who are just now in their lives discovering cigarettes and coffee, so blowing them away is not a tough trick. I remember when I was in college and the Thompson Twins got the same kind of ""rave inspirational reviews"" from the kids...This thing too will pass, like a beer fart.One point to be clear on is, this CD is worth hearing for several reasons, none of which are covered in any of the teeny-bopper 5 star reviews. I'll leave it up to you.",0,0
R2M7TIJ7JLPFKF,"By common agreement this seems to be a 1 star/5 star album, but I'm going to break the pattern and give it 2 stars, because in over 20 years of occasional attempts at 'cracking' this album, I have developed an odd fondess for 2 or 3 tracks. I have not given up - but after each attempt I'm forced to listen to 'nice' music for at least a few years to give my ears a chance to recover before I launch the next assault. In 20 years I haven't ever managed to listen to it all in one go, and so that is the first milestone that I have set for myself.Legend says these guys spent over a year rehearsing these songs, and that they were precisely arranged. But let's be honest - if any of the musicians had made a mistake, who the heck would notice it? On an album where it sounds like everyone is playing notes out of key, all the time? In fact, to play a bum note on this album is to play something melodic or musically attractive, which is what they successfully avoid doing for 80 minutes.As I said, I haven't given up, and in fact I take it as a lifelong challenge to one day develop a liking for this stuff. After all, for a fan of all things psychedelic and progressive, this album is like Everest, and I can't help thinking that those who like boasting that for them this is the greatest piece of music ever composed are like mountain climbers boasting about their first Everest ascent.There are those who listen to Lou Reed's 80 minutes of madness on Metal Machine Music and hear symphonies, while others insist he left his instruments feeding back against the amplifiers and went off to the bar. Lennon and Ono fans rave about their albums Two Virgins and The Wedding Album as challenging works of Avant Garde art, while others label them pretentious trash. What Beefheart has left to posterity is another musical offering, although far more complex, that I'm sure will polarize music lovers in the same way for years to come.(In 2008, it was revealed that the CIA had been using 'music torture' on suspected terrorists by playing them songs in their cells by Eminem, the Bee Gees, Dope, Christine Aguilera, David Grey and others for up to 20 days non-stop. Apparently though, it was decided that it would be 'too cruel and inhumane' to use Beefheart on them. 'We didn't want to run the risk of them suffering collateral brain damage', a CIA source stated. 'We tried Trout Mask on Muhammed ali Raqshanbani, but when he requested to be waterboarded instead after just 45 minutes, we pulled Beefheart from the program'. He added though that the CIA were 'still considering using Trout Mask Replica as a last resort in isolated cases' where waterboarding and electric shock torture had proved to be ineffective.)",0,0
R18IH65B65OALF,"This movie is a hidden gem. Even after so many years, the movie still has the power to impress. Anthony Quinn and Virna Lisi are playing very credible roles. 5 stars for the movie.Unfortunately, the movie is sold to you as a cheap copy burnt at home on a dvd burner. The copy does not even have the whole end of the movie (credits and cast is not even shown). Whoever made this copy was probably in big hurry.Shame...",0,0
